Location,City,Date/Time,Parameter,Value,LAT,LON
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T08:00:00.000Z,no2,4.78,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T08:00:00.000Z,pm25,51.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:00:00.000Z,o3,20.8,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:00:00.000Z,co,710,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:00:00.000Z,so2,8.7,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T08:00:00.000Z,no2,59.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:45:00.000Z,pm25,39.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:45:00.000Z,o3,18.7,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:45:00.000Z,co,620,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:45:00.000Z,so2,8.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:45:00.000Z,no2,46,28.591,77.05
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T07:30:00.000Z,pm10,109.8,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T07:30:00.000Z,o3,66.57,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T07:30:00.000Z,co,490,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T07:30:00.000Z,no2,22,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T07:30:00.000Z,so2,26.24,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:30:00.000Z,pm25,24.04,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:30:00.000Z,pm10,58.41,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:30:00.000Z,o3,30.43,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:30:00.000Z,co,320,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:30:00.000Z,so2,11.38,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:30:00.000Z,no2,14.23,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T07:30:00.000Z,pm25,39.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:30:00.000Z,co,630,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:30:00.000Z,o3,20.2,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:30:00.000Z,so2,10.3,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:30:00.000Z,no2,22.6,28.591,77.05
IIT,Chennai,2017-06-22T07:30:00.000Z,pm25,41.67,12.99251389,80.23744722
IIT,Chennai,2017-06-22T07:30:00.000Z,o3,35.91,12.99251389,80.23744722
IIT,Chennai,2017-06-22T07:30:00.000Z,co,390,12.99251389,80.23744722
IIT,Chennai,2017-06-22T07:30:00.000Z,so2,0.27,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T07:15:00.000Z,pm25,39.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:15:00.000Z,o3,20.2,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:15:00.000Z,co,620,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:15:00.000Z,so2,11.7,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:15:00.000Z,no2,17.1,28.591,77.05
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:15:00.000Z,pm25,25.54,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:15:00.000Z,pm10,67.46,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:15:00.000Z,o3,33.14,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:15:00.000Z,co,340,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:15:00.000Z,so2,11.66,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:15:00.000Z,no2,15.54,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T07:00:00.000Z,pm10,120.9,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T07:00:00.000Z,o3,66.91,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T07:00:00.000Z,co,520,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T07:00:00.000Z,so2,25.58,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T07:00:00.000Z,no2,28.9,22.627875,88.3804
IIT,Chennai,2017-06-22T07:00:00.000Z,o3,40.48,12.99251389,80.23744722
IIT,Chennai,2017-06-22T07:00:00.000Z,pm25,32.09,12.99251389,80.23744722
IIT,Chennai,2017-06-22T07:00:00.000Z,co,460,12.99251389,80.23744722
IIT,Chennai,2017-06-22T07:00:00.000Z,so2,2.31,12.99251389,80.23744722
IIT,Chennai,2017-06-22T07:00:00.000Z,no2,8.3,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:00:00.000Z,pm25,25.54,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:00:00.000Z,pm10,74.04,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:00:00.000Z,o3,32.11,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:00:00.000Z,co,360,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:00:00.000Z,so2,11.43,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T07:00:00.000Z,no2,15.66,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T07:00:00.000Z,pm25,39.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:00:00.000Z,o3,20.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:00:00.000Z,co,620,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:00:00.000Z,so2,11.8,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T07:00:00.000Z,no2,33.6,28.591,77.05
IIT,Chennai,2017-06-22T06:45:00.000Z,pm25,18.36,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:45:00.000Z,o3,39.78,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:45:00.000Z,co,610,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:45:00.000Z,so2,2.16,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:45:00.000Z,no2,8.44,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T06:45:00.000Z,pm25,0,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T06:45:00.000Z,o3,18.3,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T06:45:00.000Z,co,650,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T06:45:00.000Z,so2,9.2,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T06:45:00.000Z,no2,35.7,28.591,77.05
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:45:00.000Z,pm25,25.39,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:45:00.000Z,pm10,74.72,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:45:00.000Z,o3,31.3,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:45:00.000Z,co,330,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:45:00.000Z,so2,9.62,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:45:00.000Z,no2,13.24,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:30:00.000Z,pm25,21,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:30:00.000Z,pm10,73.64,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:30:00.000Z,o3,26.37,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:30:00.000Z,co,320,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:30:00.000Z,so2,10.76,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:30:00.000Z,no2,14.08,19.041847,72.865513
IIT,Chennai,2017-06-22T06:30:00.000Z,pm25,18.36,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:30:00.000Z,o3,37.1,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:30:00.000Z,so2,2.01,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:30:00.000Z,co,310,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:30:00.000Z,no2,8.53,12.99251389,80.23744722
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T06:15:00.000Z,pm10,104.7,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T06:15:00.000Z,o3,64.49,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T06:15:00.000Z,co,560,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T06:15:00.000Z,so2,18.94,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T06:15:00.000Z,no2,26.6,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:15:00.000Z,pm25,23.12,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:15:00.000Z,pm10,73.64,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:15:00.000Z,o3,25.5,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:15:00.000Z,co,300,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:15:00.000Z,so2,11.15,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T06:15:00.000Z,no2,12.66,19.041847,72.865513
IIT,Chennai,2017-06-22T06:00:00.000Z,pm25,23.68,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:00:00.000Z,o3,35.58,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:00:00.000Z,co,540,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:00:00.000Z,so2,3,12.99251389,80.23744722
IIT,Chennai,2017-06-22T06:00:00.000Z,no2,8.6,12.99251389,80.23744722
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T05:45:00.000Z,pm10,104.7,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T05:45:00.000Z,no2,25,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T05:45:00.000Z,o3,65.51,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T05:45:00.000Z,co,620,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T05:45:00.000Z,so2,22.33,22.627875,88.3804
IIT,Chennai,2017-06-22T05:45:00.000Z,pm25,31.31,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:45:00.000Z,o3,34.12,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:45:00.000Z,co,550,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:45:00.000Z,so2,2.94,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:45:00.000Z,no2,8.21,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:45:00.000Z,pm25,19.85,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:45:00.000Z,pm10,71.64,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:45:00.000Z,o3,26.11,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:45:00.000Z,co,300,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:45:00.000Z,so2,10.45,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:45:00.000Z,no2,15.4,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:30:00.000Z,pm25,11.71,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:30:00.000Z,pm10,56.85,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:30:00.000Z,o3,25.83,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:30:00.000Z,co,320,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:30:00.000Z,so2,12.47,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:30:00.000Z,no2,15.85,19.041847,72.865513
IIT,Chennai,2017-06-22T05:30:00.000Z,o3,33.66,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:30:00.000Z,pm25,31.31,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:30:00.000Z,co,470,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:30:00.000Z,so2,2.88,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:30:00.000Z,no2,8.56,12.99251389,80.23744722
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T05:15:00.000Z,pm10,48.1,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T05:15:00.000Z,o3,61.33,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T05:15:00.000Z,co,660,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T05:15:00.000Z,so2,19.39,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T05:15:00.000Z,no2,36.2,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:15:00.000Z,pm25,12.72,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:15:00.000Z,pm10,39.3,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:15:00.000Z,o3,23.78,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:15:00.000Z,co,340,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:15:00.000Z,so2,11.23,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:15:00.000Z,no2,16.49,19.041847,72.865513
IIT,Chennai,2017-06-22T05:00:00.000Z,pm25,38.08,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:00:00.000Z,o3,32.47,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:00:00.000Z,co,370,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:00:00.000Z,so2,3.33,12.99251389,80.23744722
IIT,Chennai,2017-06-22T05:00:00.000Z,no2,8.61,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:00:00.000Z,pm25,20.26,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:00:00.000Z,pm10,39.38,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:00:00.000Z,o3,23.29,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:00:00.000Z,co,360,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:00:00.000Z,so2,12.56,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T05:00:00.000Z,no2,17.98,19.041847,72.865513
IIT,Chennai,2017-06-22T04:45:00.000Z,pm25,47.77,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:45:00.000Z,o3,31.74,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:45:00.000Z,co,430,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:45:00.000Z,so2,2.95,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:45:00.000Z,no2,8.54,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:45:00.000Z,pm25,48.02,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:45:00.000Z,pm10,94.36,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:45:00.000Z,o3,21.05,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:45:00.000Z,co,380,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:45:00.000Z,so2,11.06,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:45:00.000Z,no2,18.82,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T04:30:00.000Z,pm10,48.4,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T04:30:00.000Z,o3,47.21,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T04:30:00.000Z,co,520,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T04:30:00.000Z,so2,19.89,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T04:30:00.000Z,no2,27.9,22.627875,88.3804
IIT,Chennai,2017-06-22T04:30:00.000Z,pm25,47.77,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:30:00.000Z,o3,30.82,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:30:00.000Z,co,490,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:30:00.000Z,so2,3.71,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:30:00.000Z,no2,8.75,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:15:00.000Z,pm25,44.37,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:15:00.000Z,pm10,100.74,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:15:00.000Z,o3,20.63,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:15:00.000Z,co,420,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:15:00.000Z,so2,14.05,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:15:00.000Z,no2,20.73,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T04:00:00.000Z,pm10,82,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T04:00:00.000Z,o3,41.16,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T04:00:00.000Z,co,440,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T04:00:00.000Z,so2,20.01,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T04:00:00.000Z,no2,21.6,22.627875,88.3804
IIT,Chennai,2017-06-22T04:00:00.000Z,pm25,41.33,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:00:00.000Z,o3,28.01,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:00:00.000Z,co,410,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:00:00.000Z,so2,3.75,12.99251389,80.23744722
IIT,Chennai,2017-06-22T04:00:00.000Z,no2,8.42,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:00:00.000Z,pm25,23.81,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:00:00.000Z,pm10,64.05,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:00:00.000Z,o3,41.27,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:00:00.000Z,co,600,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:00:00.000Z,so2,28.11,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T04:00:00.000Z,no2,16.25,19.041847,72.865513
IIT,Chennai,2017-06-22T03:45:00.000Z,pm25,32.11,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:45:00.000Z,o3,27.18,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:45:00.000Z,co,600,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:45:00.000Z,so2,3.22,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:45:00.000Z,no2,8.36,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:45:00.000Z,pm25,17.68,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:45:00.000Z,pm10,45.45,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:45:00.000Z,o3,23.46,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:45:00.000Z,co,380,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:45:00.000Z,so2,11.71,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:45:00.000Z,no2,18.62,19.041847,72.865513
IIT,Chennai,2017-06-22T03:30:00.000Z,pm25,32.11,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:30:00.000Z,o3,27.92,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:30:00.000Z,co,980,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:30:00.000Z,so2,3.77,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:30:00.000Z,no2,8.18,12.99251389,80.23744722
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T03:30:00.000Z,pm10,82.3,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T03:30:00.000Z,o3,37.42,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T03:30:00.000Z,co,400,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T03:30:00.000Z,so2,19.33,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T03:30:00.000Z,no2,40.6,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:30:00.000Z,pm25,16.6,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:30:00.000Z,pm10,39.3,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:30:00.000Z,o3,19.6,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:30:00.000Z,co,380,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:30:00.000Z,so2,11.01,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:30:00.000Z,no2,19.71,19.041847,72.865513
IIT,Chennai,2017-06-22T03:00:00.000Z,o3,26.53,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:00:00.000Z,pm25,26.93,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:00:00.000Z,so2,3.82,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:00:00.000Z,no2,8.24,12.99251389,80.23744722
IIT,Chennai,2017-06-22T03:00:00.000Z,co,770,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:00:00.000Z,pm25,10.59,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:00:00.000Z,pm10,38.49,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:00:00.000Z,o3,19.95,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:00:00.000Z,co,360,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:00:00.000Z,so2,12.35,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T03:00:00.000Z,no2,17.13,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T02:45:00.000Z,pm10,105.5,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T02:45:00.000Z,o3,28.14,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T02:45:00.000Z,co,350,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T02:45:00.000Z,so2,19.37,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T02:45:00.000Z,no2,18.2,22.627875,88.3804
IIT,Chennai,2017-06-22T02:45:00.000Z,pm25,19.51,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:45:00.000Z,o3,25.61,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:45:00.000Z,co,760,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:45:00.000Z,so2,3.6,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:45:00.000Z,no2,8.28,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:45:00.000Z,pm25,5.54,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:45:00.000Z,pm10,40.29,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:45:00.000Z,o3,19.85,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:45:00.000Z,so2,11.27,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:45:00.000Z,co,340,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:45:00.000Z,no2,16.66,19.041847,72.865513
IIT,Chennai,2017-06-22T02:30:00.000Z,pm25,19.51,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:30:00.000Z,o3,19.1,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:30:00.000Z,co,410,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:30:00.000Z,so2,3.94,12.99251389,80.23744722
IIT,Chennai,2017-06-22T02:30:00.000Z,no2,8.16,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T02:30:00.000Z,pm25,8.28,19.041847,72.865513
