Location,City,Date/Time,Parameter,Value,LAT,LON
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T17:30:00.000Z,no2,52.4,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:30:00.000Z,pm25,15.54,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:30:00.000Z,pm10,49.89,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:30:00.000Z,o3,16.28,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:30:00.000Z,co,1530,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:30:00.000Z,so2,15.48,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:30:00.000Z,no2,66.99,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T17:30:00.000Z,pm25,661.4,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:30:00.000Z,o3,3.5,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:30:00.000Z,co,760,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:30:00.000Z,so2,14,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:30:00.000Z,no2,37.4,28.591,77.05
IIT,Chennai,2017-06-22T17:30:00.000Z,o3,12.97,12.99251389,80.23744722
IIT,Chennai,2017-06-22T17:30:00.000Z,pm25,22.82,12.99251389,80.23744722
IIT,Chennai,2017-06-22T17:30:00.000Z,co,560,12.99251389,80.23744722
IIT,Chennai,2017-06-22T17:30:00.000Z,no2,23.07,12.99251389,80.23744722
IIT,Chennai,2017-06-22T17:30:00.000Z,so2,4.2,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T17:15:00.000Z,pm25,661.4,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:15:00.000Z,o3,3.8,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:15:00.000Z,co,840,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:15:00.000Z,so2,13.5,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:15:00.000Z,no2,19.7,28.591,77.05
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:15:00.000Z,pm25,15.25,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:15:00.000Z,pm10,44.95,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:15:00.000Z,o3,16.58,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:15:00.000Z,co,1540,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:15:00.000Z,so2,15.64,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:15:00.000Z,no2,63.66,19.041847,72.865513
IIT,Chennai,2017-06-22T17:00:00.000Z,pm25,25.06,12.99251389,80.23744722
IIT,Chennai,2017-06-22T17:00:00.000Z,o3,12.9,12.99251389,80.23744722
IIT,Chennai,2017-06-22T17:00:00.000Z,co,460,12.99251389,80.23744722
IIT,Chennai,2017-06-22T17:00:00.000Z,so2,3.74,12.99251389,80.23744722
IIT,Chennai,2017-06-22T17:00:00.000Z,no2,25.42,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:00:00.000Z,pm25,13.91,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:00:00.000Z,pm10,52.96,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:00:00.000Z,o3,16.46,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:00:00.000Z,co,1410,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:00:00.000Z,so2,14.87,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T17:00:00.000Z,no2,57.17,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T17:00:00.000Z,o3,4.3,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:00:00.000Z,co,830,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:00:00.000Z,pm25,183.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:00:00.000Z,no2,20.4,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T17:00:00.000Z,so2,13.4,28.591,77.05
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T16:45:00.000Z,pm10,130.1,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T16:45:00.000Z,o3,2.93,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T16:45:00.000Z,co,730,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T16:45:00.000Z,so2,22.42,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T16:45:00.000Z,no2,54.7,22.627875,88.3804
IIT,Chennai,2017-06-22T16:45:00.000Z,pm25,28.12,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:45:00.000Z,o3,12.92,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:45:00.000Z,co,460,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:45:00.000Z,so2,4.39,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:45:00.000Z,no2,27.83,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:45:00.000Z,pm25,18.52,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:45:00.000Z,o3,16.39,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:45:00.000Z,pm10,59.35,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:45:00.000Z,co,1480,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:45:00.000Z,so2,18.52,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:45:00.000Z,no2,61.64,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T16:30:00.000Z,pm25,183.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T16:30:00.000Z,o3,4.2,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T16:30:00.000Z,co,810,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T16:30:00.000Z,so2,13.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T16:30:00.000Z,no2,15.7,28.591,77.05
IIT,Chennai,2017-06-22T16:30:00.000Z,pm25,28.12,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:30:00.000Z,o3,13.02,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:30:00.000Z,co,370,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:30:00.000Z,so2,6.15,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:30:00.000Z,no2,26.92,12.99251389,80.23744722
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T16:15:00.000Z,pm10,112.7,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T16:15:00.000Z,o3,2.22,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T16:15:00.000Z,co,820,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T16:15:00.000Z,so2,20.2,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T16:15:00.000Z,no2,71.4,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:15:00.000Z,pm25,20.38,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:15:00.000Z,pm10,51.01,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:15:00.000Z,o3,13.68,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:15:00.000Z,co,750,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:15:00.000Z,so2,11.59,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:15:00.000Z,no2,37.75,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T16:15:00.000Z,pm25,183.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T16:15:00.000Z,o3,4.3,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T16:15:00.000Z,co,850,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T16:15:00.000Z,so2,15.2,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T16:15:00.000Z,no2,24.9,28.591,77.05
IIT,Chennai,2017-06-22T16:00:00.000Z,pm25,36.89,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:00:00.000Z,o3,12.99,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:00:00.000Z,co,460,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:00:00.000Z,so2,4.87,12.99251389,80.23744722
IIT,Chennai,2017-06-22T16:00:00.000Z,no2,28.6,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:00:00.000Z,co,770,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:00:00.000Z,pm25,17.44,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:00:00.000Z,pm10,37.9,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:00:00.000Z,o3,13.62,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:00:00.000Z,no2,39.12,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T16:00:00.000Z,so2,12.45,19.041847,72.865513
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T15:45:00.000Z,pm10,113.2,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T15:45:00.000Z,o3,1.75,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T15:45:00.000Z,co,740,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T15:45:00.000Z,so2,27.48,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T15:45:00.000Z,no2,54.6,22.627875,88.3804
IIT,Chennai,2017-06-22T15:45:00.000Z,pm25,48.88,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:45:00.000Z,o3,12.99,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:45:00.000Z,co,380,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:45:00.000Z,so2,4.66,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:45:00.000Z,no2,36.45,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T15:45:00.000Z,pm25,144.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:45:00.000Z,o3,9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:45:00.000Z,co,780,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:45:00.000Z,so2,13.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:45:00.000Z,no2,36.8,28.591,77.05
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:45:00.000Z,pm25,21.66,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:45:00.000Z,pm10,42.69,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:45:00.000Z,o3,17.2,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:45:00.000Z,co,500,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:45:00.000Z,so2,11.83,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:45:00.000Z,no2,21.09,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:30:00.000Z,pm25,21.3,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:30:00.000Z,pm10,44.59,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:30:00.000Z,o3,18.97,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:30:00.000Z,co,430,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:30:00.000Z,so2,10.54,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T15:30:00.000Z,no2,17.23,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T15:30:00.000Z,pm25,144.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:30:00.000Z,o3,8,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:30:00.000Z,co,830,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:30:00.000Z,so2,13.3,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:30:00.000Z,no2,44.2,28.591,77.05
IIT,Chennai,2017-06-22T15:30:00.000Z,pm25,48.88,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:30:00.000Z,co,340,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:30:00.000Z,o3,12.94,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:30:00.000Z,so2,6.33,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:30:00.000Z,no2,40.48,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T15:15:00.000Z,pm25,144.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:15:00.000Z,o3,10,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:15:00.000Z,co,800,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:15:00.000Z,so2,12.5,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:15:00.000Z,no2,12.5,28.591,77.05
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T15:00:00.000Z,pm10,116.2,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T15:00:00.000Z,o3,3.79,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T15:00:00.000Z,co,760,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T15:00:00.000Z,so2,22.12,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T15:00:00.000Z,no2,54.6,22.627875,88.3804
IIT,Chennai,2017-06-22T15:00:00.000Z,pm25,43.4,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:00:00.000Z,o3,12.88,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:00:00.000Z,co,280,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:00:00.000Z,so2,3.76,12.99251389,80.23744722
IIT,Chennai,2017-06-22T15:00:00.000Z,no2,35.07,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T15:00:00.000Z,o3,13.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:00:00.000Z,no2,44.5,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:00:00.000Z,so2,12.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:00:00.000Z,co,770,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T15:00:00.000Z,pm25,142.5,28.591,77.05
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T14:30:00.000Z,pm10,112.1,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T14:30:00.000Z,o3,4.77,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T14:30:00.000Z,co,720,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T14:30:00.000Z,so2,30.97,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T14:30:00.000Z,no2,61.5,22.627875,88.3804
NSIT Dwarka,Delhi,2017-06-22T14:30:00.000Z,pm25,132.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T14:30:00.000Z,o3,17.5,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T14:30:00.000Z,co,800,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T14:30:00.000Z,so2,11.5,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T14:30:00.000Z,no2,34.5,28.591,77.05
IIT,Chennai,2017-06-22T14:30:00.000Z,pm25,35.89,12.99251389,80.23744722
IIT,Chennai,2017-06-22T14:30:00.000Z,o3,12.84,12.99251389,80.23744722
IIT,Chennai,2017-06-22T14:30:00.000Z,co,640,12.99251389,80.23744722
IIT,Chennai,2017-06-22T14:30:00.000Z,so2,6.3,12.99251389,80.23744722
IIT,Chennai,2017-06-22T14:30:00.000Z,no2,42.24,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:15:00.000Z,pm25,17.6,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:15:00.000Z,pm10,51.45,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:15:00.000Z,o3,14.44,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:15:00.000Z,co,510,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:15:00.000Z,so2,11.72,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:15:00.000Z,no2,27.38,19.041847,72.865513
IIT,Chennai,2017-06-22T14:00:00.000Z,pm25,42.93,12.99251389,80.23744722
IIT,Chennai,2017-06-22T14:00:00.000Z,o3,20.87,12.99251389,80.23744722
IIT,Chennai,2017-06-22T14:00:00.000Z,co,510,12.99251389,80.23744722
IIT,Chennai,2017-06-22T14:00:00.000Z,so2,3.2,12.99251389,80.23744722
IIT,Chennai,2017-06-22T14:00:00.000Z,no2,141.5,12.99251389,80.23744722
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T14:00:00.000Z,pm10,112.1,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T14:00:00.000Z,o3,6.55,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T14:00:00.000Z,co,780,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T14:00:00.000Z,so2,28.45,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T14:00:00.000Z,no2,70.4,22.627875,88.3804
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:00:00.000Z,pm25,17.69,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:00:00.000Z,pm10,49.39,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:00:00.000Z,o3,14.09,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:00:00.000Z,co,490,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:00:00.000Z,so2,11.68,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T14:00:00.000Z,no2,27.44,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T14:00:00.000Z,pm25,129.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T14:00:00.000Z,o3,20.7,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T14:00:00.000Z,co,740,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T14:00:00.000Z,so2,11,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T14:00:00.000Z,no2,21.9,28.591,77.05
IIT,Chennai,2017-06-22T13:45:00.000Z,pm25,53.01,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:45:00.000Z,o3,21,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:45:00.000Z,co,360,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:45:00.000Z,so2,3.36,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:45:00.000Z,no2,137.91,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:45:00.000Z,pm25,19.63,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:45:00.000Z,pm10,44.07,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:45:00.000Z,o3,17.44,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:45:00.000Z,co,450,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:45:00.000Z,no2,22.43,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:45:00.000Z,so2,11.02,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T13:45:00.000Z,pm25,116.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:45:00.000Z,o3,23.5,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:45:00.000Z,co,680,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:45:00.000Z,so2,10.3,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:45:00.000Z,no2,28.3,28.591,77.05
IIT,Chennai,2017-06-22T13:30:00.000Z,pm25,53.01,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:30:00.000Z,o3,20.96,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:30:00.000Z,co,660,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:30:00.000Z,so2,3.75,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:30:00.000Z,no2,2.09,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:30:00.000Z,pm25,21.84,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:30:00.000Z,pm10,33.8,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:30:00.000Z,o3,15.68,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:30:00.000Z,co,590,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:30:00.000Z,so2,12.65,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:30:00.000Z,no2,24.83,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T13:30:00.000Z,pm25,116.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:30:00.000Z,co,730,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:30:00.000Z,o3,23.6,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:30:00.000Z,so2,10.4,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:30:00.000Z,no2,11.1,28.591,77.05
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T13:00:00.000Z,pm10,162,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T13:00:00.000Z,o3,12.27,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T13:00:00.000Z,so2,27.37,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T13:00:00.000Z,co,590,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T13:00:00.000Z,no2,46.4,22.627875,88.3804
IIT,Chennai,2017-06-22T13:00:00.000Z,pm25,48.9,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:00:00.000Z,o3,21.82,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:00:00.000Z,co,630,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:00:00.000Z,so2,3.39,12.99251389,80.23744722
IIT,Chennai,2017-06-22T13:00:00.000Z,no2,347.01,12.99251389,80.23744722
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:00:00.000Z,pm25,17.58,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:00:00.000Z,pm10,23.93,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:00:00.000Z,o3,16.37,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:00:00.000Z,co,420,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:00:00.000Z,so2,10.41,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T13:00:00.000Z,no2,19.59,19.041847,72.865513
NSIT Dwarka,Delhi,2017-06-22T13:00:00.000Z,pm25,108.1,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:00:00.000Z,o3,23.7,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:00:00.000Z,co,750,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:00:00.000Z,so2,9.8,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T13:00:00.000Z,no2,27.8,28.591,77.05
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T12:45:00.000Z,pm10,156.5,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T12:45:00.000Z,o3,13.21,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T12:45:00.000Z,co,720,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T12:45:00.000Z,so2,31.81,22.627875,88.3804
"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,2017-06-22T12:45:00.000Z,no2,67.3,22.627875,88.3804
IIT,Chennai,2017-06-22T12:45:00.000Z,pm25,43.02,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:45:00.000Z,o3,22.14,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:45:00.000Z,co,610,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:45:00.000Z,so2,2.72,12.99251389,80.23744722
IIT,Chennai,2017-06-22T12:45:00.000Z,no2,19.55,12.99251389,80.23744722
NSIT Dwarka,Delhi,2017-06-22T12:45:00.000Z,pm25,73.9,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:45:00.000Z,o3,27.8,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:45:00.000Z,co,770,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:45:00.000Z,so2,9.7,28.591,77.05
NSIT Dwarka,Delhi,2017-06-22T12:45:00.000Z,no2,39.3,28.591,77.05
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T12:45:00.000Z,pm25,9.45,19.041847,72.865513
Maharashtra Pollution Control Board Bandra,Mumbai,2017-06-22T12:45:00.000Z,pm10,12.35,19.041847,72.865513
