,location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
74,"Bidhannagar, Kolkata - WBPCB",Kolkata,IN,2020-06-22T16:30:00.000Z,2020-06-22T22:00:00+05:30,o3,18.17,µg/m³,22.58157048,88.41002457,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
75,"Bidhannagar, Kolkata - WBPCB",Kolkata,IN,2020-06-22T16:30:00.000Z,2020-06-22T22:00:00+05:30,so2,8.9,µg/m³,22.58157048,88.41002457,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
76,"Bidhannagar, Kolkata - WBPCB",Kolkata,IN,2020-06-22T16:30:00.000Z,2020-06-22T22:00:00+05:30,no2,4.5,µg/m³,22.58157048,88.41002457,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
77,"Bidhannagar, Kolkata - WBPCB",Kolkata,IN,2020-06-22T16:30:00.000Z,2020-06-22T22:00:00+05:30,pm10,47.7,µg/m³,22.58157048,88.41002457,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
78,"Bidhannagar, Kolkata - WBPCB",Kolkata,IN,2020-06-22T16:00:00.000Z,2020-06-22T21:30:00+05:30,o3,19.52,µg/m³,22.58157048,88.41002457,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
79,"Bidhannagar, Kolkata - WBPCB",Kolkata,IN,2020-06-22T16:00:00.000Z,2020-06-22T21:30:00+05:30,so2,5.0,µg/m³,22.58157048,88.41002457,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
80,"Bidhannagar, Kolkata - WBPCB",Kolkata,IN,2020-06-22T16:00:00.000Z,2020-06-22T21:30:00+05:30,co,290.0,µg/m³,22.58157048,88.41002457,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
81,"Bidhannagar, Kolkata - WBPCB",Kolkata,IN,2020-06-22T16:00:00.000Z,2020-06-22T21:30:00+05:30,pm25,23.2,µg/m³,22.58157048,88.41002457,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
82,"Bidhannagar, Kolkata - WBPCB",Kolkata,IN,2020-06-22T16:00:00.000Z,2020-06-22T21:30:00+05:30,pm10,48.6,µg/m³,22.58157048,88.41002457,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
83,"Bidhannagar, Kolkata - WBPCB",Kolkata,IN,2020-06-22T16:00:00.000Z,2020-06-22T21:30:00+05:30,no2,4.3,µg/m³,22.58157048,88.41002457,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
