,location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
38,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T17:00:00.000Z,2020-06-23T22:30:00+05:30,co,1140.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
39,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T17:00:00.000Z,2020-06-23T22:30:00+05:30,o3,4.42,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
40,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T17:00:00.000Z,2020-06-23T22:30:00+05:30,pm10,128.08,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
41,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T17:00:00.000Z,2020-06-23T22:30:00+05:30,no2,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
42,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T16:45:00.000Z,2020-06-23T22:15:00+05:30,co,1130.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
43,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T16:45:00.000Z,2020-06-23T22:15:00+05:30,o3,18.81,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
44,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T16:45:00.000Z,2020-06-23T22:15:00+05:30,no2,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
45,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T16:45:00.000Z,2020-06-23T22:15:00+05:30,so2,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
46,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T16:45:00.000Z,2020-06-23T22:15:00+05:30,pm25,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
47,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T16:45:00.000Z,2020-06-23T22:15:00+05:30,pm10,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
48,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T15:00:00.000Z,2020-06-23T20:30:00+05:30,pm10,921.74,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
49,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T15:00:00.000Z,2020-06-23T20:30:00+05:30,co,1100.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
50,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T15:00:00.000Z,2020-06-23T20:30:00+05:30,pm25,134.22,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
51,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T15:00:00.000Z,2020-06-23T20:30:00+05:30,o3,5.96,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
52,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T15:00:00.000Z,2020-06-23T20:30:00+05:30,so2,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
53,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T15:00:00.000Z,2020-06-23T20:30:00+05:30,no2,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
54,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T14:45:00.000Z,2020-06-23T20:15:00+05:30,pm10,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
55,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T14:45:00.000Z,2020-06-23T20:15:00+05:30,no2,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
56,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T14:45:00.000Z,2020-06-23T20:15:00+05:30,co,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
57,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T14:45:00.000Z,2020-06-23T20:15:00+05:30,so2,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
58,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T14:45:00.000Z,2020-06-23T20:15:00+05:30,pm25,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
59,"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,2020-06-23T14:45:00.000Z,2020-06-23T20:15:00+05:30,o3,0.0,µg/m³,25.592539000000002,85.227158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
